系统时间,相对时间(s),扭矩(Nm),转速(rpm),功率(W),Ch1_Temp_C,Ch1_MOS_C,Ch1_Err,Ch1_Pos_rad,Ch1_Spd_rads,Ch1_Cur_A,Ch2_Temp_C,Ch2_MOS_C,Ch2_Err,Ch2_Pos_rad,Ch2_Spd_rads,Ch2_Cur_A,图像.最高温,图像.最低温,图像.平均温,P1.最高温,P2.最高温
2026/03/31 10:25:15.498,53.949,-2.9984,145.89,45.8097,22,29,0,10.6678,14.5187,1.3553,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:15.745,54.196,-3.6167,145.94,55.275,22,29,0,-10.2283,15.3011,1.2088,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:15.746,54.197,-3.6976,145.94,56.5114,22,29,0,-10.2283,15.3011,1.2088,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:15.746,54.197,-2.172,145.94,33.1953,22,29,0,-10.2283,15.3011,1.2088,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:15.747,54.198,-2.9976,145.94,45.8131,22,29,0,-10.2283,15.3011,1.2088,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:15.823,54.274,-3.348,145.92,51.1614,22,29,0,-8.9683,15.4681,1.4872,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.1
2026/03/31 10:25:16.006,54.457,-3.7152,145.92,56.7726,22,29,0,-6.3396,15.4418,0.7106,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.1
2026/03/31 10:25:16.007,54.458,-3.5952,145.92,54.9389,22,29,0,-6.3396,15.4418,0.7106,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.1
2026/03/31 10:25:16.007,54.457,-3.9576,145.92,60.4768,22,29,0,-6.3396,15.4418,0.7106,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.1
2026/03/31 10:25:16.007,54.458,-3.5367,145.92,54.045,22,29,0,-6.3396,15.4418,0.7106,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.2,24.1
2026/03/31 10:25:16.182,54.633,-2.0376,145.92,31.1369,22,29,0,-3.6868,14.5538,1.3846,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.2,24.1
2026/03/31 10:25:16.183,54.633,-2.2128,145.92,33.8142,22,29,0,-3.6868,14.5538,1.3846,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.2,24.1
2026/03/31 10:25:16.190,54.641,-3.3712,145.92,51.5159,22,29,0,-3.6868,14.5538,1.3846,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.2,24.1
